tree_id,generated_id,WBI_VALUE,NDMI2_VALUE,NDSI_RWC_VALUE,PRI_VALUE,WBI_WATER_BLOCK,SWIR_WATER_BLOCK,PRI_PHYSIOLOGICAL_SUPPORT,WATER_EVIDENCE_STATUS,WATER_DOMAIN_STATE,WATER_MEASUREMENT_QUALITY,NDRE_VALUE,CIRED_EDGE_VALUE,REP_D1_NM_VALUE,PSRI_VALUE,SIPI_VALUE,ARI1_VALUE,NDVI_VALUE,BIO_CHL_RE_SUPPORTED,BIO_PIGMENT_SUPPORTED,BIO_ARI1_HIGH,BIOCHEMICAL_STATUS,BIOCHEMICAL_DOMAIN_STATE,H_P95_m,RASTER_CHM_P95_m,H_IQR_m,STRUCTURE_QC_FINAL,STRUCTURE_STATUS_FINAL,STRUCTURE_EVIDENCE_STRENGTH,STRUCTURE_DOMAIN_STATE,HIGH_VERTICAL_VARIABILITY_CONTEXT,WATER_SUPPORTED,BIOCHEMICAL_SUPPORTED,STRUCTURE_LOW_STATURE,STRUCTURE_CORROBORATED,SUPPORTED_DOMAIN_COUNT,ASSESSABLE_DOMAIN_COUNT,MULTIDOMAIN_COMPLETENESS,CROSS_DOMAIN_PATTERN,FIELD_INSPECTION_TIER,CROSS_DOMAIN_INTERPRETATION,INTERPRETATION_BOUNDARY
113,113,1.024093353430626,0.0256118069187022,0.0413969412134189,-0.1077605809788796,NO_ANOMALY,ANOMALOUS_CONCORDANT,ABNORMAL,ISOLATED_DIRECT_WATER_ANOMALY,SCREENING_ANOMALY,HIGH,0.0835362601544765,0.1861071770854352,722.1700668010988,0.3946999293032746,2.5694437656306266,4.896689656530924,0.1937426033974054,True,True,True,STRONG_CONCORDANT_BIOCHEMICAL_DECLINE,SUPPORTED_ANOMALY,0.3600173652172088,,0.0721087455749511,WARN,LOW_STATURE_LAS_ONLY,SINGLE_MEASUREMENT,LOW_STATURE_LAS_ONLY,False,False,True,True,False,2,3,COMPLETE_3_OF_3,BIOCHEMICAL_STRUCTURE_ONLY,MULTI_DOMAIN_PRIORITY,Supported biochemical decline coincides with relatively low structural stature; a supported water-status anomaly is not present. Structural low-stature evidence is based on LAS H_P95 without raster-CHM corroboration.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
115,115,0.9752354241551155,,,-0.0751697787799548,ANOMALOUS,NOT_ASSESSABLE,NO_ABNORMALITY,NOT_FULLY_ASSESSABLE_ISOLATED_ANOMALY,SCREENING_ANOMALY,LIMITED,0.3404172264883551,1.1285745265770917,726.6516491570079,0.1094541234675,1.228858277912296,4.412418636460335,0.6112194064178386,False,False,True,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.5961628198623656,2.5922042846679685,1.0363461375236511,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,2,PARTIAL_2_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,SCREENING_PRIORITY,"Screening-level spectral evidence is present, but no major domain reaches the supported multi-indicator condition.","Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
116,116,0.9356510164605414,-0.0027679542643212,0.058292757568485,-0.1090670903998015,ANOMALOUS,ANOMALOUS_CONCORDANT,ABNORMAL,STRONG_INTERNAL_WATER_EVIDENCE,SUPPORTED_ANOMALY,HIGH,0.0868225939659158,0.1979282250909505,723.6045130099048,0.3875483016139301,2.54209998401584,4.818646591544607,0.2042461416010197,True,True,True,STRONG_CONCORDANT_BIOCHEMICAL_DECLINE,SUPPORTED_ANOMALY,1.4331260323524448,0.2968971252441406,0.0340841189026832,PASS,CORROBORATED_LOW_STRUCTURAL_STATURE,CORROBORATED,LOW_STATURE_CORROBORATED,False,True,True,True,True,3,3,COMPLETE_3_OF_3,WATER_BIOCHEMICAL_STRUCTURE,HIGH_MULTI_DOMAIN_PRIORITY,Supported water-status anomaly and supported biochemical decline coincide with relatively low structural stature.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
117,117,1.0129151576721749,-0.4454080464468309,0.5000513032172618,-0.080071783281328,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3627297630878133,1.2403228611928243,727.4783126502609,0.1126300645371525,1.1914437525041404,5.466797415104586,0.6357589588416106,False,False,True,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.5777199029922486,2.536865234375,0.7020391821861267,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
118,118,1.0569213771163155,-0.457317061827922,0.5007609955005182,-0.0802107900532298,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3610521007694495,1.2341753135063604,727.0010829981459,0.0984963621849195,1.201158360057716,3.3267232614592035,0.6281225738366156,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,1.9035953283309937,1.749542236328125,0.4973009824752807,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
119,119,0.9915185941102774,,,-0.0783640270097439,NO_ANOMALY,NOT_ASSESSABLE,NO_ABNORMALITY,WATER_STATUS_NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,LIMITED,0.3609351994583673,1.2594214679565487,726.8866321019023,0.0972970533589222,1.235454223029275,3.714431889704936,0.6442161565256923,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.824483633041382,2.732250213623047,0.4941020011901855,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,2,PARTIAL_2_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,DATA_LIMITED_REVIEW,"No supported major-domain anomaly is identified, but the assessment is incomplete or contains inconclusive evidence.","Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
122,122,0.953521425539578,-0.0559426112276958,0.1692665737328914,-0.0838287409375699,ANOMALOUS,ANOMALOUS_CONCORDANT,NO_ABNORMALITY,SUPPORTED_WATER_STATUS_ANOMALY,SUPPORTED_ANOMALY,HIGH,0.1556407476360801,0.3981059568095714,725.6240715396582,0.2952023940947719,1.87462910749534,5.498184185747034,0.3085731235577855,False,True,True,SENESCENCE_PIGMENT_ONLY,SCREENING_ANOMALY,0.2992311894893646,0.3329925537109375,0.0580902844667434,WARN,CORROBORATED_LOW_STRUCTURAL_STATURE,CORROBORATED,LOW_STATURE_CORROBORATED,False,True,False,True,True,2,3,COMPLETE_3_OF_3,WATER_STRUCTURE_ONLY,MULTI_DOMAIN_PRIORITY,Supported water-status anomaly coincides with relatively low structural stature; biochemical decline is not supported at the domain level.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
123,123,0.985311737377124,-0.4829031836216581,0.5106270813680232,-0.0843991864390692,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3529103790740073,1.1901460508955506,726.4256150820387,0.0851017801133599,1.2022483226927052,2.955274140467662,0.6511523856760884,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.687785339355469,2.5864418029785154,0.6449941396713257,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
124,124,1.017893529414834,-0.3677156029372754,0.4316334067790078,-0.0912056292134895,NO_ANOMALY,NO_ANOMALY,ABNORMAL,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.2965980744586656,0.9830283414666902,727.1442775511695,0.1882705871781024,1.4707318925801158,5.107678085095345,0.520322933209145,False,False,True,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,1.6961218178272246,1.6445907592773437,1.0793162062764168,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
125,125,0.9927723234074012,,,-0.0907914256909071,NO_ANOMALY,NOT_ASSESSABLE,ABNORMAL,WATER_STATUS_NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,LIMITED,0.2477459339778164,0.7292826160259873,724.9546725180151,0.1862791335679141,1.4798594035640382,3.16457571301307,0.4774208001650987,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.716225266456604,2.0698867797851563,1.910275496542453,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,True,False,False,False,False,0,2,PARTIAL_2_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,DATA_LIMITED_REVIEW,"No supported major-domain anomaly is identified, but the assessment is incomplete or contains inconclusive evidence.","Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
126,126,0.9393362977519732,,,-0.0757908973721873,ANOMALOUS,NOT_ASSESSABLE,NO_ABNORMALITY,NOT_FULLY_ASSESSABLE_ISOLATED_ANOMALY,SCREENING_ANOMALY,LIMITED,0.1972420794175631,0.513885080967938,726.0234752392525,0.2275635973890184,1.56515408797565,3.949590030328416,0.3766911767921207,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,1.485444676876068,1.6702529907226562,0.9008219540119172,PASS,LOW_STATURE_LAS_ONLY,SINGLE_MEASUREMENT,LOW_STATURE_LAS_ONLY,False,False,False,True,False,1,2,PARTIAL_2_OF_3,STRUCTURE_ONLY,SINGLE_DOMAIN_PRIORITY,Relatively low structural stature is present without another supported major-domain anomaly. Structural low-stature evidence is based on LAS H_P95 without raster-CHM corroboration.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
127,127,0.9661890049685476,-0.1687401785536225,0.2374838832507599,-0.0841319412935936,ANOMALOUS,ANOMALOUS_CONCORDANT,NO_ABNORMALITY,SUPPORTED_WATER_STATUS_ANOMALY,SUPPORTED_ANOMALY,HIGH,0.1703719524606426,0.4334223341289582,724.5103365068428,0.2485229411134049,1.7111084890202244,4.055486349017707,0.3433626459387638,True,True,False,CONCORDANT_BIOCHEMICAL_DECLINE,SUPPORTED_ANOMALY,1.8699972331523893,1.7113876342773438,0.3943080157041549,WARN,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,True,True,False,False,2,3,COMPLETE_3_OF_3,WATER_BIOCHEMICAL_ONLY,MULTI_DOMAIN_PRIORITY,Supported water-status and biochemical anomalies are present without current low-stature evidence.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
128,128,1.0376317453767534,-0.4658720699805719,0.5124452815595018,-0.0823249052163642,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3655849145624299,1.247284560480196,727.1419896925279,0.0948766415463653,1.178666674046965,3.665687705474733,0.6337877565377824,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,1.9648600161075591,1.802891540527344,0.3486606478691101,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
129,129,0.9872441855930676,,,-0.0753897261798494,NO_ANOMALY,NOT_ASSESSABLE,NO_ABNORMALITY,WATER_STATUS_NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,LIMITED,0.395877675164888,1.4487696872617273,727.3463659631155,0.0873095223483978,1.1958594182158115,3.25615506604074,0.6676859552829506,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.7453990221023554,2.181591796875,0.5841679275035858,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,2,PARTIAL_2_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,DATA_LIMITED_REVIEW,"No supported major-domain anomaly is identified, but the assessment is incomplete or contains inconclusive evidence.","Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
130,130,1.024267861021865,,,-0.0946663129374737,NO_ANOMALY,NOT_ASSESSABLE,ABNORMAL,WATER_STATUS_NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,LIMITED,0.2819135515684526,0.907588192762736,726.4956053491973,0.1863717724508553,1.496272531639255,4.253142358863143,0.5024892077306209,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,1.6303437292575835,1.4359893798828125,1.0284496396780014,PASS,LOW_STATURE_LAS_ONLY,SINGLE_MEASUREMENT,LOW_STATURE_LAS_ONLY,False,False,False,True,False,1,2,PARTIAL_2_OF_3,STRUCTURE_ONLY,SINGLE_DOMAIN_PRIORITY,Relatively low structural stature is present without another supported major-domain anomaly. Structural low-stature evidence is based on LAS H_P95 without raster-CHM corroboration.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
131,131,,,,,NOT_ASSESSABLE,NOT_ASSESSABLE,NOT_ASSESSABLE,WATER_STATUS_NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,LIMITED,,,,,,,,False,False,False,NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,0.4998455584049222,0.8260040283203125,0.1145346462726593,WARN,CORROBORATED_LOW_STRUCTURAL_STATURE,CORROBORATED,LOW_STATURE_CORROBORATED,False,False,False,True,True,1,1,LIMITED_0_OR_1_OF_3,STRUCTURE_ONLY,SINGLE_DOMAIN_PRIORITY,Relatively low structural stature is present without another supported major-domain anomaly.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
132,132,1.0541096738440845,-0.5239889485446428,0.5490395205554319,-0.0788731786726634,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3960165830000726,1.421415385177755,726.8933410496417,0.062862964457827,1.1343980283969353,2.821092445344335,0.6995859959203407,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.359413242340088,2.342898559570312,0.5681577920913696,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
133,133,1.0307446700676968,-0.4448294284758977,0.4868894012577233,-0.0838680333574873,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3540541727505369,1.1879247994928777,726.7917240110153,0.1071471971104811,1.227031279216703,3.13578208023114,0.6133247963163047,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.4824779510498045,2.3216484069824217,0.7324285507202148,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
134,134,0.9850236100915676,-0.0668252464197728,0.1522886929402997,-0.0938198472885323,NO_ANOMALY,ANOMALOUS_CONCORDANT,ABNORMAL,ISOLATED_DIRECT_WATER_ANOMALY,SCREENING_ANOMALY,HIGH,0.1278349855859676,0.302281154616173,724.745635479308,0.3123964193831657,1.8586211800575256,4.28946356719403,0.2696897229847823,True,True,False,CONCORDANT_BIOCHEMICAL_DECLINE,SUPPORTED_ANOMALY,0.4169429898262015,0.217987060546875,0.0503826141357421,WARN,CORROBORATED_LOW_STRUCTURAL_STATURE,CORROBORATED,LOW_STATURE_CORROBORATED,False,False,True,True,True,2,3,COMPLETE_3_OF_3,BIOCHEMICAL_STRUCTURE_ONLY,MULTI_DOMAIN_PRIORITY,Supported biochemical decline coincides with relatively low structural stature; a supported water-status anomaly is not present.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
135,135,0.9972675486905213,-0.1046403633365951,0.1853519248313082,-0.0893226763933306,NO_ANOMALY,ANOMALOUS_CONCORDANT,ABNORMAL,ISOLATED_DIRECT_WATER_ANOMALY,SCREENING_ANOMALY,HIGH,0.1542005090171038,0.3726857417955003,725.1725178286672,0.2767612615523421,1.7544168424876574,4.233987914638305,0.308879063035423,True,True,False,CONCORDANT_BIOCHEMICAL_DECLINE,SUPPORTED_ANOMALY,0.3370897114276885,0.1669921875,0.0791692957282066,WARN,CORROBORATED_LOW_STRUCTURAL_STATURE,CORROBORATED,LOW_STATURE_CORROBORATED,False,False,True,True,True,2,3,COMPLETE_3_OF_3,BIOCHEMICAL_STRUCTURE_ONLY,MULTI_DOMAIN_PRIORITY,Supported biochemical decline coincides with relatively low structural stature; a supported water-status anomaly is not present.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
136,136,1.048712990362152,,,-0.081554753155179,NO_ANOMALY,NOT_ASSESSABLE,NO_ABNORMALITY,WATER_STATUS_NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,LIMITED,0.3902824485799117,1.3686603815733904,727.5013572866296,0.0704291724066482,1.132403742904292,3.2702702906202177,0.6818507833127172,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.4404481410980225,2.2990966796875,0.4993793964385986,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,2,PARTIAL_2_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,DATA_LIMITED_REVIEW,"No supported major-domain anomaly is identified, but the assessment is incomplete or contains inconclusive evidence.","Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
137,137,1.0250144062335536,-0.3399039230760398,0.4021913775698352,-0.0851020541335032,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.2900117775971969,0.8491245580869052,727.1977426868262,0.1454556624785442,1.2890994298693532,3.660636058744038,0.5218410338323504,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,1.8870821952819825,0.2910003662109375,0.4438459873199463,WARN,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
138,138,1.025473944375289,-0.4422434552270281,0.4855192111966858,-0.0908210909794496,NO_ANOMALY,NO_ANOMALY,ABNORMAL,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3438728412192688,1.1347523093507026,727.1954244840018,0.1200327737330297,1.2515305103091643,3.392417787939136,0.6109728489433337,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.5314270496368407,2.465586853027344,0.7268967032432556,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
139,139,1.0384486177136576,,,-0.0803594189967054,NO_ANOMALY,NOT_ASSESSABLE,NO_ABNORMALITY,WATER_STATUS_NOT_FULLY_ASSESSABLE,NOT_FULLY_ASSESSABLE,LIMITED,0.314314762934392,0.955920725375696,725.8926412700935,0.0959232658274803,1.1851468540447665,3.8887685292613705,0.604900999886651,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.272899866104126,2.1470870971679688,1.1710675358772278,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,2,PARTIAL_2_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,DATA_LIMITED_REVIEW,"No supported major-domain anomaly is identified, but the assessment is incomplete or contains inconclusive evidence.","Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
141,141,1.0330409952597088,-0.5217252962008251,0.5633135727261644,-0.080355908303221,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3996778688554587,1.4036201141692546,728.1905693544451,0.0763747678224093,1.1149830606436717,5.3772836314848815,0.6938698380291584,False,False,True,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.5524098396301267,2.649183654785156,0.5513941049575806,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
142,142,1.0129593599205986,-0.3780491722954156,0.4337106107143763,-0.0861898353843978,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.2348296064158063,0.6256066991120055,725.6911817391101,0.1925108800147395,1.3567302300621984,4.670520342607029,0.4739911774184786,False,False,True,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,1.5734423398971558,,0.5889577865600586,WARN,LOW_STATURE_LAS_ONLY,SINGLE_MEASUREMENT,LOW_STATURE_LAS_ONLY,False,False,False,True,False,1,3,COMPLETE_3_OF_3,STRUCTURE_ONLY,SINGLE_DOMAIN_PRIORITY,Relatively low structural stature is present without another supported major-domain anomaly. Structural low-stature evidence is based on LAS H_P95 without raster-CHM corroboration.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
143,143,0.973145632996272,-0.458669756601132,0.5040857960619627,-0.0838849706151712,ANOMALOUS,NO_ANOMALY,NO_ABNORMALITY,ISOLATED_DIRECT_WATER_ANOMALY,SCREENING_ANOMALY,HIGH,0.3182959673801543,0.9657316389421032,726.3437434705797,0.1145909059379942,1.2050412655403444,3.9766574295330415,0.5890532280875129,False,False,False,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.402861368656158,1.871894073486328,0.2005926072597503,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,SCREENING_PRIORITY,"Screening-level spectral evidence is present, but no major domain reaches the supported multi-indicator condition.","Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
145,145,1.0239221378316512,-0.3791718172518334,0.445261913005536,-0.0847624909268364,NO_ANOMALY,NO_ANOMALY,NO_ABNORMALITY,NO_CONCORDANT_WATER_ANOMALY,NO_CONCORDANT_ANOMALY,HIGH,0.3129021325074471,1.0505990586151768,726.8655832938459,0.1698303074345965,1.3838158715287554,4.554682399854318,0.5474174103106677,False,False,True,NO_CONCORDANT_BIOCHEMICAL_DECLINE,NO_CONCORDANT_ANOMALY,2.397896707057953,2.3283950805664064,0.75921431183815,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,False,False,False,0,3,COMPLETE_3_OF_3,NO_SUPPORTED_MAJOR_DOMAIN_ANOMALY,NO_SUPPORTED_ANOMALY,No supported concordant anomaly evidence is identified across the assessed domains.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
146,146,0.9871859990392048,-0.1655182434284983,0.248168154775242,-0.0813282769294049,NO_ANOMALY,ANOMALOUS_CONCORDANT,NO_ABNORMALITY,ISOLATED_DIRECT_WATER_ANOMALY,SCREENING_ANOMALY,HIGH,0.1710879295088576,0.4317081557505723,725.1478459414034,0.2534797964370686,1.724804843467972,3.9591895360359857,0.3377766464951039,True,True,False,CONCORDANT_BIOCHEMICAL_DECLINE,SUPPORTED_ANOMALY,1.982643246650696,1.9302040100097653,1.3852208778262138,PASS,NO_LOW_STATURE_EVIDENCE,NONE,NO_LOW_STATURE_EVIDENCE,False,False,True,False,False,1,3,COMPLETE_3_OF_3,BIOCHEMICAL_ONLY,SINGLE_DOMAIN_PRIORITY,Supported biochemical decline is present without another supported major-domain signal.,"Cross-domain agreement represents internal corroboration. It does not prove that water status, biochemical change, disease, or another factor caused the structural condition."
